publishedAt,title,artist,rating,genres
2017-10-19T02:47:37Z,The OOZ,King Krule,4,art rock;trip hop;nu jazz;post-punk
2017-10-19T16:01:25Z,Mr. Davis,Gucci Mane,5,trap rap;southern hip hop;pop rap
2017-10-19T22:52:28Z,Colors,Beck,4,pop rock;alternative dance;synthpop;adult contemporary
2017-10-22T01:19:28Z,Caustic,Primitive Man,8,sludge metal;blackened doom metal;noise
2017-10-23T13:16:30Z,Humaniac,Lou the Human,7,east coast hip hop;hardcore hip hop;a bit of horrorcore
2017-10-25T16:18:06Z,Super Slimey,Future & Young Thug,5,trap rap;southern hip hop;pop rap
2017-10-26T16:03:27Z,As You Were,Liam Gallagher,6,britpop
2017-10-30T16:49:37Z,Always Foreign,The World Is A Beautiful Place,6,midwest emo;post-rock;pop punk
2017-10-31T16:06:05Z,Plunge,Fever Ray,5,art pop;electropop;darkwave;electro-industrial
2017-11-01T20:39:29Z,4eva Is a Mighty Long Time,Big K.R.I.T.,9,southern hip hop;conscious hip hop;dirty south;jazz rap
2017-11-02T17:43:24Z,Pacific Daydream,Weezer,4,pop rock;electropop;power pop
2017-11-03T20:07:55Z,Without Warning,"21 Savage, Offset & Metro Boomin",7,trap rap;southern hip hop
2017-11-06T22:10:00Z,Turn Out the Lights,Julien Baker,7,singer-songwriter;indie folk;slowcore
2017-11-07T22:06:46Z,RINA,Rina Sawayama,9,electropop;glitch pop
2017-11-09T22:39:25Z,The Dusk In Us,Converge,8,metalcore;post-hardcore;mathcore;sludge metal
2017-11-10T21:38:57Z,The Thrill of It All,Sam Smith,4,pop soul
2017-11-11T17:19:00Z,Vicious,Skepta,5,uk hip hop;grime;trap rap
2017-11-13T20:54:48Z,I Tell A Fly,Benjamin Clementine,5,art pop;singer-songwriter;chamber jazz
2017-11-14T23:06:27Z,Reputation,Taylor Swift,4,electropop;contemporary r&b;trap
2017-11-15T19:43:05Z,Stranger,Yung Lean,6,cloud rap;alternative r&b;trap rap;ambient pop
2017-11-16T17:14:29Z,ken,Destroyer,5,synthpop;sophisti-pop;new wave
2017-11-17T20:36:43Z,TFCF,Liars,5,synth punk;post-industrial;experimental rock
2017-11-20T19:05:46Z,Rome,Armand Hammer,6,hardcore hip hop;abstract hip hop
2017-11-21T20:02:17Z,SYRE,Jaden Smith,4,pop rap;alternative r&b
2017-11-22T18:42:46Z,Polygondwanaland,King Gizzard & The Lizard Wizard,7,psych rock;prog rock
2017-11-24T19:38:19Z,Soul of a Woman,Sharon Jones & The Dap-Kings,8,soul;funk
2017-11-27T19:03:21Z,Utopia,Björk,7,art pop;chamber music;post-industrial;nature recordings
2017-11-29T19:37:30Z,No Shame,Hopsin,4,hardcore hip hop;pop rap;trap rap
2017-12-01T20:36:34Z,Los Ángeles,Rosalía,8,contemporary flamenco
2017-12-03T18:47:48Z,No Dope On Sundays,Cyhi The Prynce,5,southern hip hop;pop rap;trap rap
2017-12-04T21:58:07Z,Material Control,Glassjaw,6,post-hardcore;alternative metal
2017-12-06T18:59:55Z,Ash,Ibeyi,7,art pop
2017-12-07T19:41:45Z,Who Built the Moon?,Noel Gallagher's High Flying Birds,6,pop rock;neo-psychedelia
2017-12-08T18:59:56Z,Rainbow Mirror,Prurient,6,dark ambient;noise;drone;doom electronics
2017-12-09T16:56:58Z,Highly Rare,Makaya McCraven,7,nu jazz;jazz fusion;jazz rap instrumentals made from grimy live recordings and chopped up nicely;lo-fi
2017-12-10T21:40:10Z,1992 Deluxe,Princess Nokia,8,east coast hip hop;trap rap;cloud rap
2017-12-15T00:27:53Z,Double or Nothing,Big Sean & Metro Boomin,5,pop rap;trap rap
2017-12-15T19:17:49Z,Saturation III,Brockhampton,8,pop rap;experimental hip hop;alternative r&b;hardcore hip hop
2017-12-16T19:09:14Z,"From A Room, Vol. 2",Chris Stapleton,7,country;country rock;country soul;blues rock
2017-12-18T16:55:14Z,Revival,Eminem,2,pop rap;hardcore hip hop
2018-01-03T01:31:44Z,"Huncho Jack, Jack Huncho",Travis Scott & Quavo,6,trap rap;southern hip hop;pop rap
2018-01-03T23:43:38Z,NO_ONE EVER REALLY DIES,N.E.R.D,7,pop rap;alternative hip hop;synth punk
2018-01-05T01:50:17Z,Pop 2,Charli XCX,7,electropop;bubblegum bass;future pop
2018-01-17T01:19:04Z,Post-,Jeff Rosenstock,6,punk rock;pop punk;power pop
2018-01-18T01:41:06Z,Ephorize,CupcakKe,7,trap rap;pop rap
2018-01-19T00:10:48Z,Gumboot Soup,King Gizzard & The Lizard Wizard,7,psychedelic rock;psych pop
2018-01-23T03:26:20Z,Veteran,JPEGMAFIA,8,experimental hip hop;post-trap;hijacked pop rap;deathbomb arc vibes
2018-01-24T01:28:10Z,Ruins,First Aid Kit,7,folk pop;indie folk;alt-country;americana
2018-01-25T17:19:16Z,I Can Feel You Creep Into My Private Life,Tune-Yards,5,art pop;indietronic;alternative dance;synthpop
2018-01-30T19:11:41Z,Culture II,Migos,4,trap rap;pop rap
2018-02-01T19:57:11Z,Freedom's Goblin,Ty Segall,7,glam rock;garage rock;psychedelic rock
2018-02-02T23:44:13Z,Ion,Portal,9,death metal;technical death metal;avant-garde metal
2018-02-06T02:28:01Z,Man of the Woods,Justin Timberlake,3,contemporary r&b;synth funk;country pop
2018-02-07T02:30:30Z,Amen,Rich Brian,6,trap rap;pop rap
2018-02-08T02:28:28Z,Snares Like A Haircut,No Age,7,indie rock;noise pop;garage punk;shoegaze
2018-02-09T16:10:00Z,Swell,Tiny Moving Parts,4,midwest emo;pop punk;post-hardcore;math rock
2018-02-11T17:18:26Z,Down Below,Tribulation,7,gothic metal;black metal
2018-02-13T02:54:53Z,Little Dark Age,MGMT,8,synth pop;gothic hypnagogic pop;jangle pop;psych pop
2018-02-14T03:26:55Z,Cubafonía,Daymé Arocena,8,cuban rumba;latin jazz
2018-02-15T17:58:49Z,Black Panther The Album,Various Artists,6,west coast hip hop;trap rap;contemporary r&b;film soundtrack
2018-02-21T02:07:03Z,Twin Fantasy (Face to Face),Car Seat Headrest,8,indie rock;singer-songwriter
2018-02-22T02:29:19Z,Room Inside The World,Ought,6,post-punk;art rock;indie rock
2018-02-23T22:52:08Z,In a Poem Unlimited,U.S. Girls,8,art pop;psych pop;neo-psychedelia
2018-02-26T17:34:59Z,Day69,6ix9ine,3,soundcloud rap;trap rap;post-crunkcore
2018-02-28T01:17:07Z,All at Once,Screaming Females,8,indie rock;punk rock
2018-03-01T01:46:04Z,Gangin,SOB x RBE,6,west coast hip hop;hyphy;trap rap
2018-03-02T00:02:15Z,2017,A.A.L (Against All Logic) - 2012,9,deep house
2018-03-03T21:26:55Z,Time & Space,Turnstile,5,new york hardcore
2018-03-07T02:14:34Z,Memories Don't Die,Tory Lanez,3,trap rap;r&b;watered-down dancehall
2018-03-08T03:44:37Z,You're Not Alone,Andrew W.K.,8,self-help arena rock opera
2018-03-09T02:49:49Z,A Productive Cough,Titus Andronicus,5,heartland rock;bar band rock;indie rock
2018-03-10T18:24:19Z,Dead Magic,Anna von Hausswolff,8,neoclassical darkwave;experimental rock;drone;ambient
2018-03-13T15:25:51Z,Bobby Tarantino II,Logic,5,trap rap;east coast hip hop;pop rap
2018-03-14T16:41:53Z,Lil Boat 2,Lil Yachty,7,trap rap
2018-03-15T23:15:28Z,American Utopia,David Byrne,7,art pop
2018-03-16T22:06:33Z,Musas Vol. 2,Natalia Lafourcade,8,latin american folk music
2018-03-19T15:24:16Z,?,XXXTENTACION,4,emo rap;alternative r&b;singer-songwriter
2018-03-21T21:21:34Z,Cocoa Sugar,Young Fathers,6,indietronica;art pop;alternative r&b;experimental hip hop;neo-soul
2018-03-22T17:09:27Z,Firepower,Judas Priest,8,heavy metal
2018-03-23T16:19:21Z,Self-Titled,The Neighbourhood,4,synthpop;electropop;alternative r&b;indie pop
2018-03-24T15:18:55Z,American Dollar Bill,Keiji Haino + Sumac,7,noise rock;improvised sludge metal
2018-03-26T16:59:40Z,Now Only,Mount Eerie,7,singer-songwriter;indie folk;indie rock
2018-03-27T17:11:46Z,Boarding House Reach,Jack White,9,experimental blues rock
2018-03-28T16:11:03Z,PRhyme 2,PRhyme,6,hardcore hip hop;boom bap
2018-03-29T15:56:03Z,New Material,Preoccupations,5,post-punk;coldwave
2018-03-30T23:10:30Z,Self-Titled,Superorganism,7,indietronica;neo-psychedelia;glitch pop
2018-04-02T18:19:01Z,"My Dear Melancholy,",The Weeknd,5,alternative r&b
2018-04-04T00:16:26Z,Virtue,The Voidz,8,experimental rock;hypnagogic pop;synth punk;neo-psychedelia
2018-04-05T02:38:10Z,Czarface Meets Metal Face,CZARFACE & MF DOOM,7,east coast hip hop;boom bap
2018-04-06T15:39:22Z,Everything's Fine,Jean Grae x Quelle Chris,8,abstract hip hop;jazz rap
2018-04-07T16:28:47Z,Golden Hour,Kacey Musgraves,4,country pop
2018-04-10T22:42:08Z,Invasion of Privacy,Cardi B,6,trap rap;east coast hip hop;pop rap
2018-04-12T03:07:34Z,Vacation in Hell,Flatbush Zombies,6,hardcore hip hop;east coast hip hop;trap rap;conscious hip hop
2018-04-13T19:34:51Z,Isolation,Kali Uchis,8,neo-soul;contemporary r&b
2018-04-17T18:06:03Z,Your Queen Is a Reptile,Sons of Kemet,8,afro-jazz
2018-04-19T02:27:36Z,The Tree of Forgiveness,John Prine,7,contemporary folk;americana
2018-04-19T15:04:00Z,A Girl Cried Red,Princess Nokia,4,alternative r&b;emo pop;trap
2018-04-20T22:36:11Z,Sex & Food,Unknown Mortal Orchestra,5,psych pop;lo-fi indie;contemporary r&b
2018-04-23T17:52:19Z,KOD,J. Cole,5,conscious hip hop;jazz rap;trap rap
2018-04-25T22:44:14Z,"Bark Your Head Off, Dog",Hop Along,8,indie rock;chamber pop
2018-04-27T00:47:30Z,Eat the Elephant,A Perfect Circle,5,alternative rock
2018-04-28T12:35:04Z,The Sciences,Sleep,8,stoner doom metal
2018-05-01T02:27:45Z,beerbongs & bentleys,Post Malone,7,trap rap;alternative r&b
2018-05-02T01:46:05Z,Dirty Computer,Janelle Monáe,8,contemporary r&b;synth funk;art pop;conscious hip hop
2018-05-03T01:44:16Z,The Scars of Man on the Once Nameless Wilderness,Panopticon,4,atmospheric black metal;americana
2018-05-04T03:21:36Z,Primal Heart,Kimbra,7,art pop;electropop;alternative r&b
2018-05-05T03:04:02Z,Song For Alpha,Daniel Avery,5,ambient techno;idm;tech house
2018-05-08T19:28:20Z,SR3MM,Rae Sremmurd,7,pop rap;trap rap;contemporary r&b
2018-05-09T22:32:47Z,Beyondless,Iceage,7,post-punk;art rock;punk blues
2018-05-12T01:30:12Z,Singularity,Jon Hopkins,7,tech house;ambient;microhouse;idm
2018-05-15T18:16:47Z,Die Lit,Playboi Carti,7,trap rap;cloud rap
2018-05-16T17:08:04Z,7,Beach House,7,dream pop;shoegaze;neo-psychedelia;ethereal wave
2018-05-17T17:23:44Z,Tranquility Base Hotel + Casino,Arctic Monkeys,5,space-age lounge rock
2018-05-18T22:03:39Z,Beware the Book of Eli,Ski Mask the Slump God,7,trap rap
2018-05-22T17:45:04Z,Tell Me How You Really Feel,Courtney Barnett,6,indie rock;garage rock;singer-songwriter
2018-05-23T17:20:55Z,Wide Awake!,Parquet Courts,9,indie rock;art punk;post-punk
2018-05-25T21:00:20Z,Mark Kozelek,Mark Kozelek,7,post-singer-songwriter;ambient folk
2018-05-28T21:42:24Z,DAYTONA,Pusha T,8,hardcore hip hop
2018-05-29T21:39:30Z,Communion,Park Jiha,6,post-minimalism;avant-garde jazz;korean traditional music
2018-05-30T17:58:44Z,Love Yourself 轉 'Tear',BTS,6,k-pop;alternative r&b;pop rap
2018-05-31T17:01:13Z,Testing,A$AP Rocky,4,cloud rap;trap rap;alternative r&b;experimental hip hop
2018-06-01T18:45:04Z,Zephyr,NIKI,7,contemporary r&b
2018-06-05T00:36:15Z,ye,Kanye West,8,pop rap;experimental hip hop;neo-soul
2018-06-05T19:53:52Z,Goodbye & Good Riddance,Juice WRLD,5,emo trap
2018-06-06T17:14:30Z,Age Of,Oneohtrix Point Never,6,progressive electronic;art pop;post-industrial;midi classical
2018-06-07T23:03:35Z,God's Favorite Customer,Father John Misty,7,singer-songwriter;chamber pop;piano rock
2018-06-08T18:20:35Z,Prequelle,Ghost,8,heavy metal;arena rock;prog rock
2018-06-11T18:59:59Z,Self-Titled,KIDS SEE GHOSTS,10,neo-psychedelic-soul-grunge...rap
2018-06-13T15:48:16Z,Whack World,Tierra Whack,7,pop rap;alternative r&b;trap rap;neo-soul;east coast hip hop
2018-06-15T18:00:30Z,"Streams of Thought, Vol. 1",Black Thought & 9th Wonder,8,east coast hip hop;boom bap;conscious hip hop;bars!!
2018-06-18T17:58:23Z,Two Parts Together,Big Ups,6,post-hardcore;noise rock;math rock
2018-06-19T16:25:41Z,A Laughing Death in Meatspace,Tropical [Frick] Storm,8,blues punk;psych rock;post-punk
2018-06-20T16:37:58Z,Self-Titled,LUMP,7,singer-songwriter;folktronica
2018-06-21T17:35:56Z,Red Light,Bladee,1,alternative r&b;cloud rap
2018-06-27T02:51:32Z,Nasir,Nas,6,east coast hip hop;political hip hop
2018-06-28T02:27:32Z,Oil of Every Pearl's Un-Insides,SOPHIE,8,art pop;bubblegum bass;post-industrial;ambient
2018-06-28T23:33:00Z,Nasty,Rico Nasty,6,trap rap;hardcore hip hop
2018-06-30T02:03:42Z,Year of the Snitch,Death Grips,9,cursed images as sound;death grips 2.0
2018-07-02T15:54:26Z,Bad Witch,Nine Inch Nails,7,industrial rock;dark jazz;drone
2018-07-03T20:28:32Z,Scorpion,Drake,4,pop rap;trap rap;contemporary r&b
2018-07-04T14:55:10Z,Redemption,Jay Rock,4,west coast hip hop;trap rap;pop rap
2018-07-05T17:32:36Z,The Now Now,Gorillaz,6,electropop;synth funk
2018-07-06T17:29:09Z,Heaven and Earth,Kamasi Washington,6,spiritual jazz;jazz fusion;soul jazz
2018-07-07T18:08:28Z,Errorzone,Vein,6,metalcore;alternative metal
2018-07-09T16:26:41Z,K.T.S.E.,Teyana Taylor,6,contemporary r&b
2018-07-10T17:51:59Z,Everything Is Love,The Carters,5,pop rap;contemporary r&b;trap rap
2018-07-11T19:01:55Z,Stranger Fruit,Zeal & Ardor,8,black metal;spirituals;electronic;avant-garde metal;ambient;alternative metal
2018-07-13T20:54:24Z,High As Hope,Florence + The Machine,7,chamber pop;art pop;pop soul
2018-07-16T20:51:21Z,soil,serpentwithfeet,7,alternative r&b;art pop
2018-07-17T20:21:28Z,Ordinary Corrupt Human Love,Deafheaven,5,blackgaze;post-rock
2018-07-18T20:17:16Z,Haru to Shura,Haru Nemuri,8,noise pop;post-hardcore;japanese hip hop;experimental rock
2018-07-19T22:59:52Z,Lush,Snail Mail,6,indie rock
2018-07-23T21:28:36Z,Lamp Lit Prose,Dirty Projectors,6,art pop;alternative r&b
2018-07-24T21:04:48Z,Electricity is on our Side,Busdriver,5,abstract hip hop;jazz rap
2018-07-25T19:28:34Z,Hive Mind,The Internet,7,neo-soul
2018-07-26T17:30:54Z,Head in the Clouds,88rising,5,pop rap;trap rap;alternative r&b
2018-07-27T23:30:14Z,Bon Voyage,Melody's Echo Chamber,7,neo-psychedelia;progressive pop
2018-07-30T23:37:39Z,TA13OO,Denzel Curry,8,trap rap;conscious hip hop;hardcore hip hop
2018-08-01T01:39:55Z,I'm All Ears,Let's Eat Grandma,7,art pop;synthpop;indietronica
2018-08-03T21:56:15Z,Four Pieces for Mirai,James Ferraro,7,midi classical;progressive electronic;glitch;new age
2018-08-07T01:04:09Z,Astroworld,Travis Scott,7,trap rap
2018-08-08T20:53:04Z,Stay Dangerous,YG,5,trap rap;west coast hip hop
2018-08-09T23:25:15Z,Swimming,Mac Miller,3,pop rap;alternative r&b;neo-soul
2018-08-10T21:24:07Z,Vile Luxury,Imperial Triumphant,8,jazzy blackened tech-death
2018-08-13T19:37:02Z,"GOOD Job, You Found Me",Valee,3,trap rap
2018-08-14T21:02:20Z,Queen,Nicki Minaj,5,pop rap;east coast hip hop;trap rap;contemporary r&b
2018-08-15T17:26:21Z,Hate Music Last Time Delete,HMLTD,8,synthpop;post-punk
2018-08-16T19:18:18Z,Life's a Trip,Trippie Redd,5,emo rap;trap rap;alternative r&b
2018-08-17T19:15:59Z,Clear Tamei / Steel Mogu,Iglooghost,8,wonky;glitch hop;drill n bass
2018-08-22T18:52:18Z,Be the Cowboy,Mitski,6,art pop;indie rock
2018-08-23T23:38:45Z,Sweetener,Ariana Grande,7,contemporary r&b;electropop
2018-08-24T20:55:42Z,Time,Louis Cole,8,synth funk;sophisti-pop
2018-08-27T20:15:43Z,Orpheus vs. the Sirens,Hermit and the Recluse,8,abstract hip hop
2018-08-29T21:12:57Z,Smote Reverser,Oh Sees,6,psych rock;heavy psych;krautrock
2018-08-30T20:21:08Z,Negro Swan,Blood Orange,8,alternative r&b;synth funk;sophisti-pop
2018-08-31T21:04:00Z,Marauder,Interpol,4,post-punk revival
2018-09-04T07:07:32Z,Kamikaze,Eminem,4,hardcore hip hop;pop rap;trap rap
2018-09-05T01:18:49Z,Slide,George Clanton,7,hypnagogic pop;chillwave;synthpop
2018-09-06T04:21:40Z,Joy as an Act of Resistance.,IDLES,9,post-punk;hardcore punk;art punk
2018-09-06T23:57:25Z,Paraffin,Armand Hammer,8,abstract hip hop
2018-09-08T23:13:16Z,Cantos,Okonkolo,7,santeria music  with a baroque twist
2018-09-10T21:38:26Z,Magus,Thou,6,sludge metal;doom metal
2018-09-12T23:02:51Z,I Want to Die in New Orleans,$uicideBoy$,6,trap rap;memphis rap;cloud rap
2018-09-13T22:32:16Z,Safe in the Hands of Love,Yves Tumor,7,art pop;post-industrial
2018-09-14T22:50:54Z,Zoo,Russ,3,pop rap
2018-09-17T23:10:03Z,Collapse,Aphex Twin,8,idm
2018-09-19T00:58:07Z,Room 25,Noname,8,jazz rap;conscious hip hop;neo-soul
2018-09-20T00:47:42Z,East Atlanta Love Letter,6LACK,4,alternative r&b;trap rap;cloud rap
2018-09-20T23:29:38Z,And Nothing Hurt,Spiritualized,7,neo-psychedelia;space rock;chamber pop
2018-09-21T22:37:07Z,Twisted Crystal,Guerilla Toss,8,neo-psychedelia;art pop;zolo;dance-punk
2018-09-25T00:47:23Z,iridescence,BROCKHAMPTON,7,pop rap;hardcore hip hop;alternative r&b
2018-09-26T01:29:09Z,budding ornithologists are weary of tired analogies,milo,6,abstract hip hop;jazz rap
2018-09-27T01:09:13Z,Nina Cried Power,Hozier,6,singer-songwriter;pop soul;blues rock
2018-09-28T00:08:20Z,Velvet,JMSN,7,alternative r&b;neo-soul
2018-10-02T00:23:17Z,DROGAS Wave,Lupe Fiasco,7,conscious hip hop;pop rap;jazz rap
2018-10-03T06:37:16Z,Tha Carter V,Lil Wayne,6,pop rap;trap rap;hardcore hip hop
2018-10-04T01:36:11Z,Konoyo,Tim Hecker,6,gagaku-infused ambient & drone
2018-10-05T00:14:02Z,Time 'n' Place,Kero Kero Bonito,8,twee pop;synth pop;noise pop
2018-10-06T02:51:50Z,YSIV,Logic,5,boom bap;pop rap
2018-10-09T00:51:23Z,Trench,twenty one pilots,8,indie pop;hip hop;alternative rock
2018-10-10T00:47:07Z,For My Crimes,Marissa Nadler,7,singer-songwriter;chamber folk;gothic country;dream pop
2018-10-10T22:52:02Z,I Loved You at Your Darkest,Behemoth,7,blackened death metal
2018-10-12T00:42:48Z,Mudboy,Sheck Wes,6,trap rap
2018-10-14T17:31:49Z,Idol,Horrendous,9,progressive death metal;tech-death
2018-10-15T21:16:10Z,Think: Peace,Clarence Clarity,7,glitch pop;alternative r&b
2018-10-16T19:48:32Z,Quavo Huncho,Quavo,4,trap rap;pop rap
2018-10-17T18:56:51Z,Vol. 1: Hell or High Water,City Morgue,6,industrial hip hop;trap metal
2018-10-18T23:44:32Z,New Levels New Devils,Polyphia,8,math rock
2018-10-19T21:35:17Z,Electric Messiah,High on Fire,6,stoner metal;sludge metal
2018-10-23T02:01:27Z,WRLD on Drugs,Future & Juice WRLD,5,trap rap
2018-10-24T02:29:02Z,What Happens When I Try to Relax,Open Mike Eagle,7,abstract hip hop;cloud rap
2018-10-25T02:23:29Z,Antipositive Part 2 (MINI),Little Big,6,house;rave;funeral rave;post-rave;eurodance from hell
2018-10-26T05:40:25Z,Nuthin' 2 Prove,Lil Yachty,2,trap rap;pop rap
2018-10-30T01:41:27Z,Ballads 1,Joji,5,alternative r&b;pop rap
2018-10-31T02:32:40Z,Bottle It In,Kurt Vile,6,folk rock;singer-songwriter
2018-11-01T02:55:24Z,The Light Is Leaving Us All,Current 93,8,neofolk;poetry
2018-11-02T01:56:30Z,You Won't Get What You Want,Daughters,10,noise rock;industrial;no wave;art punk
2018-11-03T03:08:11Z,Aviary,Julia Holter,8,art pop
2018-11-06T00:41:42Z,FM!,Vince Staples,7,hardcore hip hop;trap rap;hyphy
2018-11-06T23:52:10Z,El mal querer,Rosalía,8,flamenco pop;alternative r&b
2018-11-08T01:47:15Z,Am I a Girl?,Poppy,7,all kinds of pop and sometimes metal
2018-11-09T00:37:59Z,Fetti,"Curren$y, Freddie Gibbs & The Alchemist",7,gangsta rap
2018-11-10T00:29:42Z,The Last Rocket,Takeoff,4,trap rap
2018-11-13T00:56:06Z,Not All Heroes Wear Capes,Metro Boomin,6,trap rap
2018-11-14T03:08:57Z,This Is My Dinner,Sun Kil Moon,6,experimental rock;slowcore;spoken word
2018-11-16T03:28:50Z,Works by Tuli Kupferberg (1923​-​2010),Jeffrey Lewis,7,anti-folk;punk
2018-11-16T17:49:52Z,"Come Over When You're Sober, Pt. 2",Lil Peep,4,emo rap
2018-11-19T23:53:01Z,White Bronco,Action Bronson,5,east coast hip hop
2018-11-21T01:55:45Z,Oxnard,Anderson .Paak,8,neo-soul;jazz rap;synth funk
2018-11-22T05:19:48Z,The Sunset Tapes: A Cool Tape Story,Jaden Smith,2,trap rap;alternative r&b
2018-11-23T19:13:08Z,A Love Letter to You 3,Trippie Redd,7,trap rap;alternative r&b;emo rap
2018-11-24T22:48:04Z,Simulation Theory,Muse,5,synthwave;electropop;pop rock
2018-11-27T23:17:22Z,Music Inspired by Illumination & Dr. Seuss' The Grinch,"Tyler, the Creator",3,neo-soul;xmas raps
2018-11-29T02:19:22Z,Dummy Boy,6ix9ine,4,trap rap;east coast hip hop;reggaeton
2018-11-30T00:07:04Z,Lower East Suite Part Three,Onyx Collective,7,avant-garde jazz
2018-12-01T03:25:36Z,DiCaprio 2,J.I.D,8,trap rap;conscious hip hop;hardcore hip hop
2018-12-03T18:06:16Z,Kai Whiston Bitch,Kai Whiston,7,deconstructed club;uk bass;wonky;trap
2018-12-05T02:42:55Z,Some Rap Songs,Earl Sweatshirt,8,experimental hip hop
2018-12-05T23:30:26Z,A Brief Inquiry Into Online Relationships,The 1975,6,synthpop;pop rock;art pop
2018-12-07T03:34:21Z,Stokeley,Ski Mask the Slump God,6,trap rap
2018-12-08T18:48:58Z,Skins,XXXTentacion,2,emo rap;alternative r&b;rap metal
2018-12-12T02:22:25Z,"Streams of Thought, Vol. 2",Black Thought & Salaam Remi,7,east coast hip hop;boom bap;conscious hip hop
2018-12-13T01:59:33Z,From Gas to Solid / You Are My Friend,Soap&Skin,4,art pop;neoclassical darkwave;chamber pop
